crop,N,P,K,ph,humidity,temperature,rainfall,zone,variety
manioc,90.07666571021764,53.75181063671739,117.92995119098626,5.926164727665497,74.27046902202449,23.720484551996755,1802.2374072530968,foret_humide,
manioc,77.11605991350913,40.216605485924724,124.13363397326064,6.082284647305893,82.88746073389599,29.909453590990335,1613.5849042774528,foret_humide,
manioc,83.74591330850261,28.990830395720806,113.18131953728889,6.1492512538115705,74.46554631593028,28.321771218104914,1861.669832969144,foret_humide,
manioc,67.16476435238602,21.1671349271079,147.67553308340783,6.164262401937544,70.13751012440713,29.068710309047166,1838.4894455626472,foret_humide,
manioc,76.51538880263017,29.068445018917828,140.1620118842822,6.142829692615427,73.34792740844865,26.492325022769954,1701.7111113798735,foret_humide,
manioc,82.03111939787264,48.707122753847635,118.26673663422373,6.547792584795224,69.98718156548159,25.802918705526587,1742.7327467241828,foret_humide,
manioc,109.89359944658877,31.47052976895481,120.28225320325639,6.379485505185353,81.38319155962199,28.00337444139991,1566.2194413434947,foret_humide,
manioc,95.03831056487941,43.410816346126765,193.55485182860463,6.74036008958312,75.99423243378584,27.63630859928239,1754.677135761566,foret_humide,
manioc,92.0534073975294,43.7155811122378,137.1471067005608,6.107939117552312,78.297743651991,28.4376349575868,1811.1992829895341,foret_humide,
manioc,83.38124312726492,52.411802927679325,178.73347411955396,5.987777695649327,79.08498947615757,26.030462009708337,1865.9741063787542,foret_humide,
manioc,79.86490065896561,41.55611725801517,143.53604679303928,5.941558671424519,79.8085349818043,25.183093972131235,1679.323175719052,foret_humide,
manioc,86.80517263481717,44.67630252992909,118.71878775647566,6.27881074357383,74.4787574714617,28.62333625787513,1398.3581545180712,foret_humide,
manioc,55.303878214843664,24.98735498270819,104.5052359595374,6.470318169238681,71.80334443410506,29.660315102143272,1698.4190124639726,foret_humide,
manioc,87.92526859099083,35.82632357445161,136.28702962920676,6.557769253861746,74.99702872441513,26.53255159475125,1854.176503913099,foret_humide,
manioc,98.12146668384469,41.51457315348703,107.84814880353818,6.362638006098545,76.64396873437208,27.736736458331645,1663.625895227706,foret_humide,
manioc,84.11749618099009,34.24515333416209,160.4259782351495,6.396508584482771,74.739269777046,29.711932729129636,1896.946274554673,foret_humide,
manioc,72.51195543896253,33.31755271637347,124.59798608698466,6.136348050242282,84.30850212494124,29.82567109465553,1966.8508620101177,foret_humide,
manioc,73.32284137726441,43.81380532035236,160.53300532687007,6.4986500281219355,66.22912534480609,27.981021887171778,1829.736090547213,foret_humide,
manioc,112.77543437795075,33.80684431494813,140.5110385299325,6.148985988945635,81.8711041127744,28.095889141957596,1750.5201487012846,foret_humide,
manioc,75.39423874732795,37.759324613188106,102.65612759377485,5.790746144179773,73.6222480763779,26.763100172892887,1673.326763930608,foret_humide,
manioc,78.2043857434251,43.10598341545796,138.96572203623222,6.281602236989317,82.9768138728611,29.56256791057557,1817.1816146033357,foret_humide,
manioc,93.10472049937715,27.50354259438939,114.88385156179363,6.624315997291024,77.32544761670682,26.87565386878985,1490.2717276160142,foret_humide,
manioc,114.04991430497076,37.48009732121254,108.84977168924472,6.221695901869901,80.17596138912083,28.027624831933533,1667.155159782219,foret_humide,
manioc,86.04277080016007,45.28352618547076,134.35710208524054,6.185723413021196,75.42682696907751,28.418661033304648,1741.6323053157685,foret_humide,
manioc,100.13527873723034,42.60569274072423,110.0468868130173,6.155644052652079,79.91914773535498,23.058980748014626,1825.1771556560886,foret_humide,
manioc,98.09416363960915,34.98376328894207,81.16872682888442,5.6785924120953455,76.57391722692559,28.29177989629811,1950.7948560331747,foret_humide,
manioc,77.74554086638749,27.240748370973176,152.97767306816792,6.331403349210958,78.86803745605029,28.85563841124371,1907.2746035080895,foret_humide,
manioc,76.62122830198062,33.26267008426777,166.1481129506849,5.845351144267752,69.34290285932664,27.182573086885984,1171.7696615959956,foret_humide,
manioc,98.76549928844344,44.58117746377667,125.96079366242883,5.9439406392256915,73.4040826244252,29.423807559890207,1772.9532907038783,foret_humide,
manioc,70.87264036203743,43.49951053278926,152.7811555763464,5.7089518690280805,72.78297573589153,24.96020478055389,1798.1532206797426,foret_humide,
manioc,100.96570989253304,35.23402015168297,104.16127155579575,6.377307228075986,78.1736395676206,24.368862845826165,1494.115173883977,foret_humide,
manioc,90.69196143006795,33.275177282812926,136.47816492492183,6.783641768736706,75.97772534326926,26.66088584477978,1454.3614450800167,foret_humide,
manioc,63.68261161702692,53.503430938887405,95.30270294065144,6.131186899147649,76.28219661296953,28.16109906858379,1538.038690050109,foret_humide,
manioc,116.74382086002404,24.69307035739002,141.9226451517272,6.72114856129133,80.15067084282975,28.5907113853347,1379.6288861569983,foret_humide,
manioc,75.81813061750995,32.63019773034856,140.17661917777954,6.32343997560174,83.9777091320635,28.72649247081684,1931.5077493571243,foret_humide,
manioc,109.82469774046078,34.957512611042795,173.14587526659705,6.598479132223868,79.03864204211266,25.639568523315692,1964.0243955217743,foret_humide,
manioc,90.44632687112576,33.12048871246529,145.6762914710037,5.7345220989760195,79.86606946723346,25.40317636464264,1928.3355627717287,foret_humide,
manioc,101.93096154838281,41.59539209025991,180.1319298059385,6.385746197448087,74.60520458314504,23.47585666074658,1747.0866797186925,foret_humide,
manioc,99.67110473936647,43.606352279957356,121.63976780717604,6.2834201795934606,72.17912963367544,28.86151833827583,1909.868410662215,foret_humide,
manioc,85.92927913092147,24.391809709315034,88.47882046861125,6.492386108023175,84.25963669827445,28.50427428291951,1827.91676935516,foret_humide,
manioc,82.04791537288924,27.783805176449427,149.21936177435498,6.3934174154847625,79.7473642402104,27.662531813532805,1736.194183421888,foret_humide,
manioc,86.44850077332882,29.309303814871036,140.99540758835758,5.856814359251366,73.92333749966468,29.3429224059931,1679.7499649071137,foret_humide,
manioc,90.00777024609457,53.149595680359525,162.646480663486,6.162789180775061,75.74778656550352,28.32927864419938,1718.040640875302,foret_humide,
manioc,88.38180222742355,22.426860725889696,165.77512868718236,6.2623719095943,72.6764870861944,29.030844240925948,1582.678125771457,foret_humide,
manioc,74.74937182978776,36.195398788706015,142.18333618446826,6.223890371110979,72.26837928268085,28.25917715642122,1659.1897835809245,foret_humide,
manioc,95.87673342927286,30.185844263875488,138.04448230179725,6.5710562662749314,68.1892067540707,27.933580934350395,1983.4371917888193,foret_humide,
manioc,59.153146860934655,34.78898652282615,127.64600552248699,6.481568905038922,72.68530124829887,26.838182060892187,1890.9195791288157,foret_humide,
manioc,80.73611594599329,42.330296736878346,166.67390679707162,5.893774977853888,82.88436311199092,29.540336243884084,1746.0901850886082,foret_humide,
manioc,87.27512586809993,33.915220952462256,120.45828557849781,6.381439835961125,81.44262466679703,27.705035392081445,1939.2229356953633,foret_humide,
manioc,68.96965183190237,40.80726769356851,131.31779598754494,6.037526821318513,77.88477255940018,26.861563820122463,1446.9671690967364,foret_humide,
manioc,106.32532589108786,24.65017057251564,170.4504397588381,6.051956256041665,74.79877726229545,24.56715868569556,1638.0590797212167,foret_humide,
manioc,106.87342758571545,32.78904635048079,149.72597888494855,6.086799262182177,77.42752140298094,27.391004213386946,1771.9718497309295,foret_humide,
manioc,96.76352398151765,47.90012957938018,145.1447839108272,6.417653543817469,74.4180086989675,25.60430363677636,1322.319188510693,foret_humide,
manioc,100.45460624972714,44.767892024332376,148.92030271759853,5.653808223916954,81.37052306640108,27.455070999134563,1965.7411994272052,foret_humide,
manioc,69.7628505161978,45.47653029117967,162.3715189315263,6.260899581496386,73.7691346903599,28.444815382370415,1810.441411180102,foret_humide,
manioc,105.6139489694172,30.74515969176675,131.60713160120324,6.051389270301905,80.81722482980403,25.97067325516692,1750.058985775587,foret_humide,
manioc,70.36643307004582,46.38822509513569,173.5737215061738,6.993032995067133,82.23604624560718,25.376565728748766,1653.0801126195659,foret_humide,
manioc,65.96187714098112,32.041790515963974,91.5249407717015,6.395709674069706,80.48861502046634,28.875090280379286,1986.219809658836,foret_humide,
manioc,79.02835306403918,45.77465833310204,148.32522690860193,6.714513290651498,79.32044989969819,28.230646119011755,1688.6936456101694,foret_humide,
manioc,93.85763718940389,42.0261508609197,132.43259635627848,6.331092797932659,77.27025395337975,24.097177863460107,1861.8905468287182,foret_humide,
manioc,85.65584964565544,40.36220173353823,97.33438204655602,6.0410946278527184,71.32807712177843,28.214059881289863,1784.618446683415,foret_humide,
manioc,69.17690836395661,42.896282625356626,117.75300122907495,6.388628583476796,81.59748543126535,26.838351319764957,1830.9390647644918,foret_humide,
manioc,66.73593017601154,28.63323575800092,178.32582610420693,6.2802850552821265,73.3920614030877,27.621933383087082,1490.6559624181511,foret_humide,
manioc,81.62617127313615,53.337274401616654,142.11934406329922,5.946578785016277,79.67122177245204,26.135592733323865,1725.5334737069409,foret_humide,
manioc,103.80769295231148,25.42061388459068,122.85447620285225,6.236009948166287,69.73275816469065,25.022076423589866,1801.808199940547,foret_humide,
manioc,91.26177541621,44.524381731960354,181.6926631314808,6.630896252490731,78.26370610837415,29.20655505513383,1838.3837199777608,foret_humide,
manioc,114.44007180221209,42.68108576923656,160.42795421653005,6.1386262052795475,76.14385432826386,28.49413798653482,1726.3557203661817,foret_humide,
manioc,93.1085151911867,40.203368117040526,129.4948601814467,6.59493983913635,81.6144505873913,27.185000311933248,1624.0872681347255,foret_humide,
manioc,119.57956558869547,53.56475547734777,156.64393741718902,6.243551076583116,78.78014363980571,27.35580590691296,1582.3377253618721,foret_humide,
manioc,80.6131443129672,38.98768840769242,83.08874654827392,6.308928434077487,81.04472162722892,27.622432567802502,1911.5606295246243,foret_humide,
manioc,81.56097212820345,43.033495955923684,111.13252777574591,6.258529498190169,78.40583467775379,28.880131175748424,1607.517726876162,foret_humide,
manioc,102.89654667738183,37.719687529669145,140.91743611351248,5.880125458827998,69.89866281613743,29.663736486229155,1752.0125469562042,foret_humide,
manioc,97.10612569756407,46.19604860162991,156.91212520535856,6.417977286013894,77.82844980201462,26.52384280759951,1883.3822802468032,foret_humide,
manioc,69.62913621358503,42.822580174508445,144.6896774387915,6.593065267388177,83.5546159846585,28.842531709788673,1752.0445476581042,foret_humide,
manioc,72.05027742055543,33.087991693572675,146.65229663967008,5.765166251443216,77.60952216383552,24.329945144936683,1911.4334123655874,foret_humide,
manioc,108.56991974818791,54.50428500904325,182.6081647444154,6.698082259120977,79.6132025766886,23.844987396106596,1954.8044255380382,foret_humide,
manioc,85.38927161498401,38.19522711340574,149.19889776605032,6.111612394346506,74.38911591505529,26.463080836763694,1821.6502540703812,foret_humide,
manioc,87.64141990027197,44.68640645732162,113.97155599807886,5.621326809474252,71.56957003266811,23.433126833602294,1824.415763812755,foret_humide,
manioc,101.23101499978276,41.42654000439638,114.98470875804381,6.081201731744577,80.57127575109129,25.582628197769875,1767.7154500660295,foret_humide,
manioc,87.47639060691884,47.60173239298729,123.8604246076407,6.515954501891468,73.24311844721171,29.988149791069286,1720.0608071287752,foret_humide,
manioc,82.5854500320725,41.59456944601879,113.39085607006918,6.068470136758697,81.17185117015879,28.686518584243572,1696.2652386297282,foret_humide,
manioc,73.47972282129886,49.1830226189739,146.26374130897972,6.493200266905596,70.61928969031847,27.053784169147796,1538.5972606347966,foret_humide,
manioc,78.9327420041323,50.3720352381087,106.48597634321386,6.773545266745465,76.40956815086375,29.67237422999556,1975.8780923161887,foret_humide,
manioc,87.35294769349443,45.55694749662405,146.61202622633482,6.289434724237399,74.89119183436331,26.829440369456986,1972.5010976124368,foret_humide,
manioc,81.58941454886772,42.683560641438234,152.36472580233823,6.417635022500508,72.46514327799822,26.45727259649388,1714.7550939888858,foret_humide,
manioc,84.382549370464,39.34821523480527,176.65941183545365,5.987484818737034,80.73605637420214,29.84090037155227,1776.0470704398736,foret_humide,
manioc,87.99910739389033,43.65266777252099,134.41220334111938,6.3812799879568995,78.32437686580757,28.891126240357288,1700.2648971322378,foret_humide,
manioc,60.51520229994482,48.68983611158431,152.26276297669514,5.800119440204321,80.88689024054594,27.999475021624082,1596.4707491670997,foret_humide,
manioc,97.47633940784822,38.836160057708405,128.62035713504883,6.110625358514954,72.14070531982247,25.168192320338377,1936.1602966234586,foret_humide,
manioc,72.8000648824625,29.416213136039804,112.16435111268436,6.081141523447469,74.24812763450747,29.20437408246875,1705.4247184101764,foret_humide,
manioc,60.547728091250285,45.42242663250193,158.78604972947267,6.196674773176852,79.38732071483408,25.71482322692748,1838.6244205719022,foret_humide,
manioc,82.41242218880951,41.3305392994692,162.99098262639623,6.051914724001094,76.10583551814902,28.368389510568303,1947.0052142440534,foret_humide,
manioc,78.83819991935691,56.68564463877948,136.11994909476675,6.445675758132374,74.31769955036444,29.70368543601496,1656.8433103966784,foret_humide,
manioc,72.24729061054649,23.264250685943015,152.42262305631806,6.440862549049511,77.90751641729483,26.836487181086,1568.2525685010407,foret_humide,
manioc,105.19391739101715,27.227124796512513,108.48062052377635,6.041036302717277,77.20182136717996,29.357449366066596,1860.7533978647757,foret_humide,
manioc,90.500154305708,38.52061086665104,140.08519367725114,6.077499504981228,76.85847308977773,25.139472175897396,1563.2493081718308,foret_humide,
manioc,87.17500998950075,46.14140052946062,178.42541896629874,5.8836635342485915,81.72466646809491,28.466823847477237,1831.1520883764906,foret_humide,
manioc,95.52871311325073,31.104549822624158,153.10209076015926,6.774778322811305,75.80156477440265,27.988524578325023,1672.9187756152958,foret_humide,
manioc,88.91018150320829,37.281804617946904,132.66776662618526,5.835756736698061,74.0738304328538,28.504740787689006,1813.4368255187455,foret_humide,
manioc,84.08805296289749,56.31965024317981,173.1438514437843,6.414643772996243,69.57757775961348,27.53063095774258,1367.8992928746852,foret_humide,
manioc,87.49704012296263,43.72835158949644,130.40342934687607,6.1138195673315945,72.53615231729883,26.852766904999825,1565.8996160078348,foret_humide,
manioc,93.03463067811398,39.01115488085042,146.92065915794487,6.686570890816565,81.0386251184671,27.79901254708477,1869.3830923037053,foret_humide,
manioc,96.88827158315013,39.27007075767406,147.40153177186485,6.2211930494093215,75.23756395082766,27.37441291942631,1696.0911942720809,foret_humide,
manioc,83.83955567519705,29.265900216042386,120.47971828683019,5.565820783286436,73.61335081426326,29.48448605865771,1618.3997529895873,foret_humide,
manioc,108.356881672813,21.28605944864126,150.75981285854155,6.0133227595530165,74.44872165684765,29.02006070685441,1924.6615244462978,foret_humide,
manioc,88.6454522141144,30.30596592259039,106.13047681895479,6.157779161920162,78.18251418462192,26.262589525775358,1794.9458090584312,foret_humide,
manioc,107.203200278687,45.23062649075075,156.07795829527345,6.335837206712801,79.92647254698096,29.371516089521943,1799.6266055924325,foret_humide,
manioc,92.19125022438068,33.836160909127656,139.6131133052025,6.098267460309637,68.09125876195878,29.25794472425713,1410.9406234083879,foret_humide,
manioc,92.0518208601039,41.557544038977476,138.24479515671123,5.99237431310572,74.59032334296737,27.010884808575778,1689.7588377572724,foret_humide,
manioc,96.19195473564776,33.43277687515379,161.04217149184262,6.143462368043194,72.74502757939301,28.936147990049072,1988.2043085911696,foret_humide,
manioc,87.41972074673782,54.023101244840426,120.78041404818822,6.2316442593096255,82.63040979386409,26.81291817201065,1435.453361852346,foret_humide,
manioc,101.16953557885564,54.43567623378448,113.78278035429062,6.06699534004484,72.413951761583,27.449351440144554,1909.8107251708552,foret_humide,
manioc,64.72456169128588,44.64568465332058,128.63597859074733,6.055673709410428,66.62382819094395,27.801362058924862,1980.222048188402,foret_humide,
manioc,107.56760394865637,37.48996522844065,107.3639031349573,6.4806680548007405,79.6102445015575,27.915122713891144,1763.7909639799636,foret_humide,
manioc,75.14338849186822,36.539781054863,157.79360757149163,6.974560023120038,76.83619773349774,29.148369318608445,1593.1855355392809,foret_humide,
manioc,80.58000798597907,39.23933898422005,182.26989720693686,5.696770081864831,71.69562272265517,26.915288406318965,1733.3442713631875,foret_humide,
manioc,96.64838592949116,44.11256443229844,184.51016863846692,6.15425043611089,76.4456313477912,29.82129179321578,1832.1510020605651,foret_humide,
manioc,100.51525754118649,41.76509326422954,150.636074921021,6.070878464537747,68.75760480716926,26.516140360609327,1651.2491530005866,foret_humide,
manioc,73.5245746588967,43.59187372962733,105.0120785546373,6.719079901947222,82.13240094881856,26.84879324271453,1854.3179046952391,foret_humide,
manioc,107.80227645301905,47.25108117944639,173.78771620047013,5.969696382619364,74.58255183863665,28.603025617254136,1839.4282370532485,foret_humide,
manioc,84.12407977153046,26.15313818573977,111.41001942255092,5.892322675665584,72.26074526498583,27.17748727757715,1820.4731159055125,foret_humide,
manioc,76.75636234011566,51.71037402211235,104.68100955311824,5.966892014660271,77.92883052664014,28.08233862845363,1725.8663252046197,foret_humide,
manioc,100.65748688110737,37.04436495954853,139.5550572049881,6.726256662932264,70.68118331659704,28.310434594055703,1888.4340273727198,foret_humide,
manioc,101.25363847179526,32.93498778250128,114.78281250003982,6.061203916692428,75.26519575641827,26.667988824899165,1953.2534684957961,foret_humide,
manioc,89.5200828907417,43.944641116099746,121.24591858080862,6.291974876302473,77.42899883787231,27.015568265557363,1900.5896411353383,foret_humide,
manioc,102.94981205591247,46.859164805157356,138.38225152419776,6.318693762329717,77.60021048928459,24.407574547908034,1805.297768559603,foret_humide,
manioc,74.74727216689845,34.71262926598564,110.74784025738292,6.075152418366285,68.73350512750227,29.273736676880066,1811.508656944216,foret_humide,
manioc,84.9585575717086,44.957543432465286,123.6543926920866,6.089474794213099,74.26784135269783,24.730944062311185,1664.0431134193238,foret_humide,
manioc,104.07669097720745,58.94883020442823,106.89590356565867,6.462575597504997,83.57500476555626,27.558914231932736,1537.4065083072217,foret_humide,
manioc,79.76380014488575,38.21198320342119,115.03799896800925,5.981913395598682,76.80967527875093,28.20379395143747,1831.0089740582218,foret_humide,
manioc,98.85790471034011,38.38331965718491,151.01463545127,6.940120763977084,69.52647059116141,24.365688642267592,1498.7329870734507,foret_humide,
manioc,98.88349093133827,37.43488397269688,143.29367914457484,6.118496556946125,77.79382393055259,27.267580053321957,1810.3904980932314,foret_humide,
manioc,112.21146789928011,34.37683070103774,156.9983939996379,5.638167616052992,76.84991474479958,27.61284158190568,1993.1251131125102,foret_humide,
manioc,103.33366499326917,39.24118847674369,124.0225566546674,6.289440526632592,74.36051980510432,27.113704340800542,1488.0404640514887,foret_humide,
manioc,99.54607285481285,33.10279927236553,158.50142260150594,6.160444466175347,68.62361500666364,29.472739041535284,1894.496347942769,foret_humide,
manioc,103.95737821345165,42.89529926795391,119.64773962229107,5.816315903319227,75.66087874414859,27.865336758587347,1663.8797962978515,foret_humide,
manioc,62.14730468309985,28.704825923686794,125.6046789831504,6.016939752542391,82.87996644575888,26.075961289236364,1663.291964789109,foret_humide,
manioc,91.59508924004287,41.80088541295812,132.12459680108125,6.093413859492913,75.30727421455572,26.02222105964207,1622.144874091928,foret_humide,
manioc,68.77955460384219,39.36500098021253,119.47967892690275,6.10196023741301,76.80710043604982,27.56716151134862,1783.670832055421,foret_humide,
manioc,87.28482486667158,29.365525546364836,156.70893870479074,6.1818941564774486,77.63230233589061,29.966654922344244,1550.0364824048388,foret_humide,
manioc,72.92911874296294,30.5757074206603,124.42755740457805,6.078124231785044,72.25895627762186,26.014867108711673,1595.5534351186416,foret_humide,
manioc,87.36683944843173,50.22804420974863,166.60257127499656,5.978258508661112,81.41085874676604,29.752199027055937,1785.0024569076484,foret_humide,
manioc,97.54648027255514,36.84380647972588,124.24426104922254,5.690770206609743,78.58704198714702,26.065784538041537,1876.5501820890886,foret_humide,
manioc,75.99663103610446,44.10792650926785,154.03941729201193,5.952204078751113,80.05915093768304,29.376531005712987,1417.5801582213842,foret_humide,
manioc,97.66085505247364,32.08905883907679,142.86336564331845,6.114668258819157,73.0770858460191,26.3570270789114,1724.8799619505548,foret_humide,
manioc,91.55148310574143,43.42502380267088,160.5958677182205,6.51858178433152,69.83042250597207,27.780984889121882,1752.4763553553867,foret_humide,
manioc,91.48430038756833,49.54238670332339,132.64024602756618,5.838397666793883,71.98208597712903,27.325792172439083,1485.7150083246638,foret_humide,
manioc,85.08405847870212,48.98938569511397,137.43968279307666,6.464264107887206,83.71291706841798,27.933843808447648,1689.2287212671135,foret_humide,
manioc,85.13029593418288,45.0504065273284,111.55598762898296,6.397748468553388,81.09999134918748,29.468788269669275,1941.7303714766929,foret_humide,
manioc,85.27106995381433,34.87366431642316,147.48829145658323,6.288956961300069,79.06224694096551,26.418390743104947,1340.0610151180963,foret_humide,
manioc,70.91868144947924,40.44339633760896,105.5204640030334,6.492002844141685,74.01935120322082,27.265907837916313,1621.3009545115078,foret_humide,
manioc,89.0689205600969,42.2306885469744,111.26177019403119,6.819556787457986,73.6344273526315,27.10641047658707,1849.4226719983308,foret_humide,
manioc,115.25153086919988,29.073951258169227,114.49856769049008,6.147917657290096,74.71262895201801,28.769459922173098,1991.4087655944872,foret_humide,
manioc,100.57499665000344,50.83287555668622,140.0690763981335,5.71684670680855,72.51993800533715,25.61046138865194,1868.5839248413065,foret_humide,
manioc,119.61647808577337,47.02021572722099,113.82914922597034,5.785465047853792,78.05497242993286,26.167816281994256,1692.8104330343285,foret_humide,
manioc,99.93570009492322,33.01158715017758,102.16966989952329,5.661523371311063,75.1337622155208,29.083986107627315,1809.715446708805,foret_humide,
manioc,86.07762843771818,30.23432349452009,163.59623039789523,6.258475856083312,77.07331525365227,24.5379685407618,1855.8645775846499,foret_humide,
manioc,89.77726713942262,36.97848516798428,165.9563071919771,6.003277035218443,75.90557524086668,29.220730872792945,1767.9622520005198,foret_humide,
manioc,77.79389254490802,31.143239360943802,164.61045733489394,5.71301932877105,74.92283957377772,28.31372826924739,1880.5345161118557,foret_humide,
manioc,85.20785122339817,40.98931299124314,115.77019510703022,5.53731491697746,64.27843253868133,26.513384500210684,1287.7627320407682,savane,
manioc,109.23641215986041,36.76076068045536,153.5788671605007,6.288299518753286,69.50226194917104,28.44042295353047,1527.0884911241496,savane,
manioc,113.64135726669457,34.96384384735368,135.50481563646045,6.428457015805479,70.57931698934158,24.67241792571758,1443.7181370249457,savane,
manioc,85.22840637377585,32.41862419982773,136.1297959339639,6.770954467733834,67.30903448185263,25.662411323619498,1413.0861877846226,savane,
manioc,109.69007190390207,49.39349389587001,143.49763859834619,6.305770399487551,63.540472897702045,26.966396048176946,1561.052175298024,savane,
